year,firstServe1,firstServe2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2
2006,69,74,76,71,73,34
2006,70,70,77,70,73,48
2006,60,66,80,69,61,42
2006,61,70,65,51,63,32
2006,53,59,72,76,58,42
2006,62,67,64,59,55,55
2006,67,61,72,64,73,31
2006,63,48,90,52,42,39
2006,69,56,82,68,68,44
2006,61,57,82,53,59,50
2006,64,49,78,77,71,50
2006,62,59,79,59,44,49
2006,65,71,77,52,57,60
2006,61,66,84,65,50,39
2006,65,53,73,69,73,52
2006,62,63,76,74,57,43
2006,51,57,76,64,56,60
2006,52,63,80,64,49,55
2006,65,62,75,65,70,49
2006,59,65,89,66,46,36
2006,56,53,81,75,46,52
2006,55,65,79,61,75,36
2006,68,50,76,66,67,45
2006,59,62,79,76,51,54
2006,66,53,67,71,50,57
2006,70,63,72,58,56,43
2006,68,64,62,66,57,38
2006,60,66,70,62,59,41
2006,62,54,66,60,54,49
2006,67,64,79,58,57,51
2006,45,50,88,53,73,38
2005,56,55,74,77,56,42
2005,56,59,68,70,60,52
2005,64,57,76,72,50,51
2005,65,59,64,66,50,45
2005,58,63,76,66,51,56
2005,77,66,79,79,69,47
2005,67,60,87,57,70,27
2005,47,62,73,66,44,37
2005,55,52,72,74,54,38
2005,46,58,83,61,47,37
2005,61,59,75,69,61,53
2005,57,63,92,65,52,41
2005,76,57,71,44,64,47
2005,69,50,60,63,41,37
2005,66,48,71,56,56,43
2005,58,57,74,63,48,56
2005,56,50,61,80,61,35
2005,58,63,63,59,52,32
2005,66,57,71,69,48,45
2005,60,54,69,61,48,42
2005,54,63,79,63,52,49
2005,61,56,79,65,52,57
2005,62,63,82,69,58,53
2005,61,67,77,64,41,48
2005,65,59,83,62,54,43
2005,60,60,77,69,56,37
2005,57,72,84,80,67,66
2005,59,65,73,53,51,44
2005,59,53,70,63,38,41
2005,74,62,72,68,58,38
2005,55,49,81,61,46,30
2005,63,63,77,68,44,35
2005,50,52,87,75,51,49
2005,60,53,86,82,47,60
2005,59,62,77,62,58,45
2005,63,78,75,59,52,48
2005,63,68,84,63,58,40
2005,55,68,81,69,63,68
2005,75,61,74,73,69,53
2005,67,72,70,67,70,35
2005,51,62,88,79,58,41
2005,62,58,79,63,76,49
2005,50,54,74,71,46,38
2005,57,54,75,55,46,27
2005,58,63,81,62,49,55
2005,59,46,79,73,50,48
2005,75,59,85,44,71,37
2005,70,67,73,66,73,45
2005,53,59,83,74,53,53
2005,57,44,78,70,59,44
2005,52,47,79,52,70,23
2005,55,57,79,67,51,43
2005,52,54,76,75,56,48
2005,53,55,83,70,43,34
2005,62,57,66,50,51,44
2005,51,49,83,76,70,53
2005,62,67,75,73,49,43
2005,66,53,68,87,45,51
2005,64,69,74,62,61,47
2005,54,59,79,68,67,39
2005,66,58,77,66,79,46
2005,70,55,91,77,70,37
2005,72,61,72,68,43,53
2005,76,62,76,59,68,51
2005,63,47,74,68,39,48
2005,65,71,76,60,56,57
2005,62,59,71,68,44,42
2005,56,53,71,70,49,51
2005,55,55,80,58,76,42
2005,64,51,78,70,61,47
2005,69,63,85,64,45,49
2005,61,54,72,73,60,48
2005,54,57,80,56,53,31
2005,61,49,68,77,58,38
2005,76,60,74,58,58,55
2005,68,64,81,61,49,58
2005,70,58,82,56,58,24
2005,51,58,82,67,67,55
2005,49,55,78,66,58,45
2005,45,54,85,67,53,50
2005,46,61,88,58,60,29
2005,52,54,85,67,67,36
2005,49,66,70,55,59,55
2005,66,50,73,78,58,54
2005,65,46,85,78,59,52
2005,54,51,68,70,56,52
2005,61,47,77,70,44,56
2005,61,58,82,68,51,58
2004,55,46,73,70,47,53
2004,61,61,77,75,54,38
2004,66,51,73,68,42,42
2004,65,50,71,68,45,55
2004,57,63,69,54,61,48
2004,66,51,85,73,60,33
2004,78,65,82,66,44,35
2004,57,58,73,59,49,53
2004,54,71,73,60,53,30
2004,51,59,74,73,51,37
2004,58,57,69,74,41,48
2004,67,58,83,67,62,60
2004,53,54,71,60,48,46
2004,66,60,88,68,60,50
2004,71,64,84,67,57,42
2004,61,82,69,49,66,23
2004,76,49,97,56,58,28
2004,57,53,78,80,62,38
2004,53,63,84,68,59,42
2004,44,64,85,61,51,47
2004,54,60,83,80,69,49
2004,50,52,67,66,41,25
2004,66,54,84,72,34,44
2004,59,61,74,68,55,53
2004,54,57,65,45,45,56
2004,59,53,74,65,57,48
2004,62,61,63,67,52,40
2004,56,60,91,44,65,42
2004,60,53,86,66,59,33
2004,50,69,73,70,59,43
2004,48,46,76,75,52,48
2004,54,45,91,83,60,43
2004,64,51,67,78,55,48
2004,57,66,72,56,51,36
2004,57,45,71,64,51,30
2004,48,64,75,64,57,51
2004,59,48,79,71,56,42
2004,46,59,75,71,63,46
2004,64,56,73,75,53,51
2004,67,49,68,68,64,44
2004,66,59,69,78,56,42
2004,52,55,86,66,50,43
2004,56,73,77,77,65,50
2004,70,68,72,57,63,43
2004,70,55,76,61,39,30
2004,61,64,75,85,43,63
2004,49,61,88,61,55,25
2004,59,66,78,69,62,53
2004,60,49,81,84,59,42
2004,57,46,98,73,47,34
2004,65,54,70,64,54,55
2004,65,56,72,67,34,47
2004,59,48,71,71,64,39
2004,59,70,79,69,52,42
2004,49,61,73,59,59,40
2004,58,66,89,64,56,36
2004,49,59,75,65,42,42
2004,74,54,76,72,52,47
2004,65,61,82,72,68,38
2004,64,73,74,52,63,24
2004,54,47,69,68,71,41
2004,65,62,83,65,57,37
2004,55,66,80,52,48,39
2004,56,52,76,73,72,48
2004,48,55,78,62,43,39
2004,47,64,82,57,50,40
2004,68,60,77,58,62,55
2004,71,52,76,62,57,56
2004,64,55,73,80,50,47
2004,48,46,74,72,55,54
2004,45,58,77,76,56,47
2004,53,55,72,64,38,46
2004,66,54,87,52,80,40
2004,48,44,80,66,58,34
2004,43,50,88,70,51,46
2004,51,59,86,64,49,35
2004,56,48,88,62,41,36
2004,67,60,72,64,47,38
2004,69,49,68,79,49,43
2004,58,54,74,68,59,54
2004,55,65,75,69,62,41
2004,61,53,75,71,55,43
2004,55,64,76,67,59,42
2004,56,58,79,59,52,55
2004,62,57,68,68,55,48
2004,60,50,71,66,62,53
2004,48,58,76,78,61,36
2004,55,69,84,58,59,28
2004,63,66,71,60,51,56
2004,66,54,84,68,61,42
2004,49,64,68,62,72,36
2004,55,63,72,68,46,45
2004,55,57,79,69,53,44
2004,55,55,78,56,55,35
2004,63,61,75,62,65,62
2004,63,68,74,71,49,60
2004,63,58,77,65,58,50
2004,59,55,82,64,58,40
2004,63,58,83,57,46,41
2004,51,46,79,72,51,50
2004,49,62,71,64,53,60
2004,49,48,80,59,53,39
2004,43,63,79,70,52,33
2004,58,57,69,70,53,46
2004,58,62,66,63,43,47
2004,57,69,77,41,100,40
2004,57,55,70,68,41,53
2004,52,63,75,68,48,46
2004,49,46,72,64,45,34
2004,54,58,78,69,50,46
2004,65,54,77,72,48,40
2004,55,37,62,78,61,52
2004,61,55,72,66,57,46
2004,54,63,83,86,55,44
2004,64,54,70,63,48,41
2004,60,52,80,65,45,47
2004,62,46,71,69,38,43
2004,59,57,83,67,57,41
2004,59,62,84,66,56,44
2004,53,45,68,71,54,41
2004,49,58,79,64,54,41
2004,64,53,76,64,67,38
2004,59,63,71,65,43,35
2004,64,60,68,60,45,37
2004,57,56,70,81,55,32
2004,48,68,85,73,44,39
2003,56,57,80,86,61,54
2003,60,61,67,78,59,47
2003,56,62,78,67,59,41
2003,60,38,77,55,54,28
2003,53,63,82,61,55,51
2003,60,49,68,63,49,53
2003,59,49,68,69,51,36
2003,61,65,75,64,68,36
2003,62,56,75,53,80,43
2003,58,53,79,73,48,49
2003,63,62,89,75,59,47
2003,62,74,81,65,59,64
2003,67,71,88,56,52,48
2003,67,56,90,77,63,49
2003,51,53,85,71,84,36
2003,66,55,76,80,63,46
2003,65,63,71,63,68,39
2003,59,70,71,68,58,59
2003,56,65,75,65,45,52
2003,69,58,75,65,58,44
2003,51,54,74,70,60,39
2003,51,65,82,66,58,35
2003,63,61,79,73,62,67
2003,66,64,79,67,56,42
2003,60,55,67,67,62,43
2003,51,64,79,74,63,31
2003,49,48,77,73,58,49
2003,58,47,71,68,63,47
2003,55,52,75,67,56,36
2003,57,58,79,65,43,52
2003,54,56,75,81,58,44
2003,56,51,86,73,50,36
2003,72,63,64,59,48,45
2003,54,64,79,56,59,43
2003,55,58,82,77,54,56
2003,60,62,74,68,56,48
2003,55,57,85,56,68,51
2003,60,69,94,58,65,32
2003,52,51,72,59,45,41
2003,54,53,78,74,43,50
2003,54,62,83,74,55,52
2003,64,58,71,56,61,52
2003,66,53,74,67,66,51
2003,67,51,79,67,63,46
2003,62,49,77,71,72,43
2003,66,67,78,72,68,44
2003,64,60,75,71,81,35
2003,45,44,84,63,50,48
2003,57,60,89,79,57,76
2003,58,64,83,70,69,56
2003,69,68,68,59,49,46
2003,67,63,76,61,58,48
2003,51,52,82,74,53,34
2003,57,54,78,66,40,38
2003,36,56,73,70,47,39
2003,66,44,84,70,38,47
2003,57,55,78,77,57,38
2003,52,51,82,58,59,33
2003,53,58,66,61,45,48
2003,52,60,88,64,57,60
2003,45,51,80,64,56,34
2003,58,51,75,74,43,44
2003,59,51,76,68,56,51
2003,65,54,74,76,58,45
2003,53,63,67,55,52,31
2003,59,50,77,81,63,39
2003,51,54,83,70,59,43
2003,61,43,70,63,52,44
2003,61,58,87,73,51,55
2003,55,53,74,69,49,47
2003,55,50,76,73,49,49
2003,58,60,81,61,44,34
2003,57,47,73,68,56,47
2003,54,57,70,65,57,44
2003,57,59,71,62,58,38
2003,52,59,94,31,47,18
2003,49,56,73,67,52,42
2003,53,66,84,59,74,40
2003,54,55,81,74,70,36
2003,50,50,87,72,53,43
2003,59,58,75,60,59,58
2003,54,59,86,75,46,50
2003,40,42,93,81,76,23
2003,62,46,64,66,42,48
2003,61,45,70,74,53,27
2003,65,55,64,60,63,44
2003,88,62,72,73,60,65
2003,56,61,88,70,69,47
2003,63,58,78,71,67,51
2003,46,47,85,71,55,50
2003,56,53,77,66,48,42
2003,64,47,84,76,64,48
2003,56,59,80,68,64,41
2003,68,75,83,59,61,44
2003,58,48,62,69,63,48
2003,66,59,78,72,70,48
2003,68,46,70,79,48,57
2003,65,57,70,67,60,45
2003,60,57,56,48,71,45
2003,60,59,77,68,63,46
2003,66,43,85,48,57,42
2003,67,54,86,66,68,46
2003,69,63,72,65,54,47
2003,69,52,65,61,73,52
2003,78,66,80,83,63,59
2003,62,51,64,63,60,51
2003,69,52,71,56,77,53
2003,65,53,66,62,60,46
2003,55,68,84,78,56,59
2003,61,89,82,63,55,58
2003,57,57,78,66,47,50
2003,40,54,96,67,57,33
2003,69,61,75,72,58,48
2003,69,56,80,88,56,50
2003,57,47,81,62,61,48
2003,59,63,80,65,62,42
2003,56,56,86,60,59,47
2003,57,53,90,69,74,43
2003,50,60,76,64,52,39
2003,43,53,86,74,49,48
2003,53,65,77,60,66,41
2003,63,55,72,73,68,39
2003,69,56,75,70,57,40
2003,63,61,82,74,49,67
2003,75,64,76,74,42,55
2003,68,76,76,71,58,50
2003,77,68,76,69,37,40
